,CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Credit_Limit,Avg_Utilization_Ratio,Pay_on_time,Random_numbers
993,710877108,no,44,female,1,secondary,divorced,7260.213677875314,blue,32,2724.0,0.473,0,0.948658183638349
994,710878308,yes,50,female,4,third level,single,24068.913203447188,blue,37,3699.0,0.247,0,0.804267507501324
995,710879283,no,51,male,1,secondary,married/living with partner,21475.19527154253,blue,41,1438.3,0.0,1,0.314650750773322
996,710881008,no,42,male,3,secondary,single,86825.03270080041,blue,29,6380.0,0.194,0,0.835388786125119
997,710883483,no,52,female,1,third level,married/living with partner,44287.20688261534,blue,34,4189.0,0.493,0,0.409157209010538
998,710884683,no,48,male,4,third level,married/living with partner,104752.22244458667,gold,40,34516.0,0.023,0,0.999267205873384
999,710892408,no,57,female,1,secondary,married/living with partner,8035.102364553061,blue,36,3101.0,0.405,0,0.361789645136666
1000,710895708,yes,35,female,0,third level,married/living with partner,23757.17957123072,blue,27,3876.0,0.0,1,0.0364475378546807
1001,710899833,yes,36,male,2,third level,married/living with partner,42794.96276996552,blue,18,7758.0,0.181,0,0.999511443517984
1002,710904708,no,56,female,1,secondary,married/living with partner,3883.164824419172,blue,43,5319.0,0.173,0,0.555799407608409
1003,710905908,no,43,male,4,secondary,single,57148.718917639904,blue,36,4983.0,0.272,0,0.28603570391435
1004,710912733,no,44,female,1,primary,married/living with partner,3240.981290150583,blue,36,1953.0,0.902,0,0.352629263673436
1005,710914158,no,45,female,4,third level,married/living with partner,10832.130206143607,blue,36,3349.0,0.752,0,0.728485572563577
1006,710916408,no,57,male,4,third level,married/living with partner,66015.30112418733,blue,39,8466.0,0.223,0,0.897262289435469
1007,710924658,no,52,female,2,secondary,single,36550.112041529836,blue,36,2540.0,0.43,0,0.100730024976885
1008,710926383,no,32,female,2,third level,married/living with partner,32356.01444986144,blue,24,1553.0,0.758,0,0.955038105245199
1009,710929233,no,33,female,2,third level,single,25693.18679751459,blue,36,2800.0,0.557,0,0.117007844244389
1010,710930508,no,37,male,3,primary,single,53844.04785074903,blue,36,22352.0,0.113,0,0.73166956480554
1011,710932683,no,55,female,2,secondary,single,709.7447689230419,blue,36,6394.0,0.0,1,0.171291470386249
1012,710934033,no,26,male,0,secondary,single,17742.54294872978,blue,13,1775.0,0.655,0,0.242497001692195
1013,710937783,no,53,female,0,primary,married/living with partner,43315.7851944553,blue,40,2772.0,0.871,0,0.712772061568015
1014,710939283,no,45,female,3,primary,divorced,32659.389025481858,blue,36,4209.0,0.309,0,0.672275252062662
1015,710940183,yes,49,female,3,third level,married/living with partner,15880.295456066378,blue,38,2185.0,0.0,1,0.435223400037075
1016,710944608,no,39,male,3,third level,#NULL!,101836.80605101645,blue,31,8434.0,0.263,0,0.7430441110937
1017,710947683,no,64,female,0,third level,married/living with partner,18002.94151300586,blue,51,4920.0,0.232,0,0.694059634038027
1018,710952933,no,43,female,1,primary,divorced,4115.071983322962,blue,36,2077.0,0.604,0,0.535893120285066
1019,710955633,no,54,female,3,third level,single,18260.593530933853,blue,42,9256.0,0.216,0,0.869591569159132
1020,710958033,no,49,female,5,primary,single,12261.126050194543,blue,39,1993.0,0.0,1,0.074805221864087
1021,710958933,yes,43,male,3,third level,single,32799.08721615697,blue,35,6080.0,0.129,0,0.412755407423427
1022,710966433,no,50,female,3,primary,married/living with partner,11744.782402347273,blue,36,2615.0,0.537,0,0.711504249761419
1023,710968008,no,37,female,4,primary,married/living with partner,18616.570604556655,blue,26,3423.0,0.189,0,0.629322544473386
1024,710969433,no,41,female,1,primary,married/living with partner,10632.49026358961,blue,31,2909.0,0.413,0,0.687573493306799
1025,710971908,no,43,male,1,secondary,married/living with partner,65247.3689605653,blue,31,3764.0,0.473,0,0.957639672422434
1026,710974308,no,38,male,1,third level,#NULL!,79287.33012322267,blue,36,26792.0,0.062,0,0.714675855196188
1027,710975883,no,51,female,3,primary,married/living with partner,16775.165543300096,blue,43,2185.0,0.806,0,0.421443349498806
1028,710978058,no,50,female,0,primary,single,35170.539818334706,blue,41,7507.0,0.226,0,0.194344859110524
1029,710980383,yes,53,male,3,secondary,single,75269.72212024334,gold,33,34516.0,0.0,1,0.882818860796723
1030,710982858,no,33,female,3,third level,single,39013.08934076053,blue,36,8232.0,0.274,0,0.99119166623361
1031,710984133,no,50,male,3,primary,single,149201.16279437288,blue,36,27876.0,0.02,0,0.581434650056319
1032,710986758,no,43,male,3,secondary,single,54079.81388877922,blue,30,11550.0,0.13,0,0.753295774678173
1033,710989008,no,38,male,1,third level,#NULL!,46573.42203426097,blue,27,13100.0,0.11,0,0.245863413098796
1034,710990283,no,56,male,1,secondary,married/living with partner,108035.02917828126,blue,36,3906.0,0.474,0,0.665128255386301
1035,711004533,no,44,female,2,third level,single,27672.261938417225,blue,26,2240.0,0.743,0,0.906282951038116
1036,711005583,no,37,male,3,secondary,single,80805.71984060759,blue,24,3437.0,0.31,0,0.913764175218643
1037,711006783,no,38,female,1,third level,single,19517.90048907064,blue,22,2484.0,0.865,0,0.694589623296863
1038,711008508,no,59,male,2,third level,single,32382.512653055775,blue,50,11808.0,0.0,1,0.630168751269115
1039,711009708,no,40,male,3,secondary,single,106799.41383976795,blue,28,21617.0,0.0,1,0.59437444831819
1040,711010683,no,35,male,3,secondary,married/living with partner,43644.96696923585,blue,27,14382.0,0.136,0,0.4200413312458
1041,711011508,no,43,female,3,third level,single,12833.95955374169,blue,35,1620.0,0.476,0,0.97981384293336
1042,711012783,yes,43,male,4,third level,single,127682.29192918545,blue,36,33384.0,0.0,1,0.407177735564498
1043,711017433,no,41,male,3,third level,divorced,26195.806273930208,blue,23,1438.3,0.0,1,0.949394500486556
1044,711019308,no,58,male,2,secondary,single,61685.42993366427,blue,45,6385.0,0.24,0,0.352747543956804
1045,711027183,no,50,male,4,third level,single,48816.39074872239,blue,45,6943.0,0.086,0,0.654738776953173
1046,711028308,no,44,female,4,third level,married/living with partner,12764.54410715248,blue,36,1717.0,0.0,1,0.269973158406078
1047,711032058,no,34,male,3,secondary,single,91496.56021084411,gold,21,34516.0,0.073,0,0.742651389284772
1048,711033408,no,50,female,2,secondary,married/living with partner,21291.6088884073,blue,36,9355.0,0.174,0,0.355887357070517
1049,711039633,no,52,female,4,third level,married/living with partner,7735.125209475925,blue,36,1594.0,0.0,1,0.296099654356666
1050,711040758,no,32,male,0,primary,single,35777.739495503454,blue,36,7200.0,0.0,1,0.0641667847984819
1051,711041508,no,37,female,1,secondary,married/living with partner,49358.60111820804,blue,25,5865.0,0.429,0,0.281130114624175
1052,711043983,no,44,male,3,secondary,single,90467.80472556886,blue,29,34516.0,0.036,0,0.524756924396736
1053,711046383,no,55,male,2,third level,single,99017.66168228991,gold,36,34516.0,0.038,0,0.636483718826168
1054,711047658,no,46,female,3,secondary,married/living with partner,23047.49355637521,blue,38,1781.0,0.738,0,0.913501475018491
1055,711048783,no,41,male,4,third level,married/living with partner,94747.27338847634,blue,29,33405.0,0.0,1,0.763825099326241
1056,711050058,no,33,female,2,primary,married/living with partner,45247.37285113528,blue,23,6732.0,0.0,1,0.955734217745074
1057,711052308,no,45,male,3,third level,divorced,69069.95993397984,blue,37,2751.0,0.884,0,0.901653467058084
1058,711061908,no,48,female,1,third level,married/living with partner,29262.66123029418,blue,38,1449.0,0.517,0,0.794621196821463
1059,711062958,no,43,male,3,third level,single,147684.09179248195,blue,23,4121.0,0.506,0,0.99647568339299
1060,711065133,no,26,male,1,secondary,single,41781.4823955231,blue,13,1473.0,0.0,1,0.693644222413026
1061,711069483,no,40,female,2,third level,single,23844.685578815974,blue,36,1538.0,0.0,1,0.0426140089007656
1062,711070683,no,48,female,3,third level,married/living with partner,42161.98728222839,blue,37,6725.0,0.073,0,0.943356082496418
1063,711076533,no,65,male,0,third level,divorced,7487.460887289671,blue,42,9706.0,0.203,0,0.944864336913306
1064,711079308,yes,40,male,3,third level,married/living with partner,58741.44487245201,blue,27,15186.0,0.0,1,0.333763316792956
1065,711082908,no,44,male,4,primary,single,108133.25248010998,blue,31,19719.0,0.066,0,0.924005841141214
1066,711089733,no,50,female,2,third level,divorced,13553.97141296294,blue,36,1491.0,0.0,1,0.765030175725483
1067,711093408,no,46,female,2,third level,married/living with partner,21043.78081506932,blue,33,2644.0,0.574,0,0.598086224665834
1068,711096633,yes,37,female,2,primary,#NULL!,373.64708040702243,gold,29,12203.0,0.0,1,0.289905514965974
1069,711099408,no,35,female,4,secondary,single,27805.73890761401,blue,25,2684.0,0.618,0,0.700580818187531
1070,711100608,yes,55,male,1,primary,single,61882.85685243038,blue,48,1723.0,0.0,1,0.748695251922284
1071,711108408,no,55,male,2,primary,single,62479.85120708747,blue,36,17540.0,0.076,0,0.964393762966568
1072,711109908,no,43,female,4,primary,married/living with partner,17356.35609283012,blue,36,9684.0,0.256,0,0.935887948872356
1073,711110733,no,45,male,3,secondary,married/living with partner,46786.10097294376,gold,33,16928.0,0.09,0,0.844806815190799
1074,711111633,no,60,male,1,secondary,single,44035.1334914137,gold,49,21681.0,0.0,1,0.927114967669517
1075,711116133,yes,50,female,1,primary,single,15285.02191256282,blue,37,1838.0,0.0,1,0.983235906876623
1077,711118083,no,54,female,4,third level,divorced,16528.2661416987,blue,43,2506.0,0.712,0,0.794629985908888
1078,711122958,yes,41,female,3,third level,single,8893.32664181098,blue,33,1764.0,0.0,1,0.901491576442701
1079,711125358,no,45,female,3,third level,single,40128.0718309297,blue,39,1765.0,0.96,0,0.675652226128621
1080,711126483,no,37,female,1,third level,single,12090.418976021188,blue,28,1438.3,0.416,0,0.244484792618467
1081,711128433,no,55,male,3,primary,single,36157.44134027157,blue,36,10949.0,0.076,0,0.680522671762677
1082,711129483,no,45,male,3,third level,married/living with partner,60140.627279109016,blue,36,14593.0,0.103,0,0.821229570660887
1083,711131958,no,50,female,3,third level,single,37714.5459574863,blue,42,3743.0,0.235,0,0.183494479568359
1084,711136008,no,41,male,4,third level,single,91447.76252524686,blue,33,31560.0,0.041,0,0.650522459511118
1085,711142308,no,37,male,0,secondary,divorced,32727.871441593248,blue,36,3091.0,0.0,1,0.199038269336145
1086,711145008,no,60,female,1,third level,married/living with partner,49855.6496380241,blue,47,5015.0,0.409,0,0.213513751155592
1087,711147483,yes,46,female,3,third level,single,22277.216788012887,blue,28,8551.0,0.125,0,0.813498924915035
1088,711148308,no,52,male,3,third level,single,64328.607041603325,blue,46,9357.0,0.137,0,0.31444963716946
1089,711150333,yes,40,female,3,third level,single,28842.93779334203,blue,31,2391.0,0.0,1,0.766253538461911
1090,711151383,yes,34,female,1,third level,single,6251.994930840859,blue,26,2066.0,0.168,0,0.29467903506607
1091,711152658,no,44,male,4,third level,single,135362.59970327566,gold,36,34516.0,0.047,0,0.967509280521221
1092,711153783,no,44,female,3,primary,single,13496.307080911405,blue,36,1438.3,0.376,0,0.345262347013356
1093,711156858,yes,48,female,5,secondary,single,11031.271183375866,blue,40,8297.0,0.303,0,0.767749072357963
1094,711157833,no,56,female,3,third level,single,44915.49367085291,blue,36,5108.0,0.324,0,0.351249228979001
1095,711159108,yes,58,female,0,secondary,married/living with partner,23161.156801837213,blue,36,7418.0,0.053,0,0.395002689787067
1096,711160233,no,32,male,1,secondary,married/living with partner,39158.64566045114,blue,19,12024.0,0.0,1,0.54884294103742
1097,711173883,no,36,male,4,third level,divorced,145165.1599833496,blue,29,1651.0,0.466,0,0.524992003332539
1098,711175083,no,54,male,3,third level,single,54366.13714038601,blue,41,9110.0,0.0,1,0.187726791739106
1099,711176133,no,28,male,0,secondary,single,2540.8231659104786,blue,36,2295.0,0.442,0,0.22886104042298
1100,711178383,no,47,male,2,third level,married/living with partner,96216.82606757835,blue,35,30300.0,0.038,0,0.0382433884289345
1101,711183558,no,49,male,0,secondary,single,80455.44707236922,blue,39,2221.0,0.581,0,0.181346440410665
1102,711190233,no,34,male,3,third level,married/living with partner,31472.30531445843,blue,36,4549.0,0.218,0,0.513191522719263
1103,711191808,no,39,male,0,third level,single,102421.59859486399,blue,32,34516.0,0.052,0,0.878783808509056
1104,711195558,no,59,male,1,third level,single,34319.74494443282,blue,48,7251.0,0.221,0,0.258217353756739
1105,711197658,no,53,female,1,third level,single,41307.100026934335,blue,43,2618.0,0.774,0,0.381084207939248
1106,711199908,no,41,male,2,third level,single,66369.90085241075,blue,30,2317.0,0.532,0,0.289198181517213
1107,711201108,yes,37,female,3,secondary,single,26816.218756102873,blue,29,1653.0,0.0,1,0.424173858614065
1108,711203658,no,46,male,3,third level,#NULL!,31300.884308384735,blue,34,2259.0,0.596,0,0.832080484889589
1109,711204483,yes,56,male,4,secondary,married/living with partner,53469.948556134135,blue,46,2340.0,0.825,0,0.469642874016784
1110,711205758,yes,45,male,3,third level,single,92472.51149078178,gold,33,34516.0,0.0,1,0.408198549405293
1111,711210633,no,51,male,3,primary,single,64279.26239235749,blue,42,1922.0,0.585,0,0.0868209815094066
1112,711213108,no,32,male,1,third level,divorced,82964.95189240445,blue,36,34516.0,0.0,1,0.607545799842687
1113,711216933,no,42,female,1,secondary,married/living with partner,25575.42933433851,blue,36,2190.0,0.593,0,0.262459864746868
1114,711219333,no,33,male,1,third level,married/living with partner,111689.73843648107,blue,14,7571.0,0.299,0,0.635398886596725
1115,711221958,yes,43,female,3,third level,single,49140.46035927314,blue,26,2867.0,0.0,1,0.795373498537764
1116,711224733,yes,32,male,0,secondary,married/living with partner,120499.22362458183,blue,27,22382.0,0.0,1,0.319197342602404
1117,711225933,no,28,male,1,secondary,divorced,21552.223625064897,blue,36,2265.0,0.854,0,0.853020702015921
1118,711226758,no,51,female,1,third level,divorced,1136.6309001036113,blue,42,4002.0,0.417,0,0.585850860674808
1119,711227883,no,41,female,2,third level,single,28859.39544625346,blue,21,3624.0,0.453,0,0.836192448504717
1120,711231558,no,58,male,3,secondary,married/living with partner,54193.97379335501,blue,40,8308.0,0.303,0,0.882020578744611
1121,711232608,yes,47,female,5,secondary,single,3865.4656184782643,blue,36,1636.0,0.0,1,0.395067899483922
1122,711237633,yes,49,male,0,third level,married/living with partner,67055.85388237853,blue,29,1460.0,0.0,1,0.406525502921587
1123,711238908,no,65,female,0,primary,single,8008.891333670886,blue,54,7699.0,0.228,0,0.316828311385742
1124,711240108,no,41,male,2,third level,married/living with partner,54464.21421711406,blue,31,13116.0,0.093,0,0.964215377140162
1125,711243108,no,50,male,1,third level,married/living with partner,89473.10391810516,blue,36,18964.0,0.116,0,0.145605979835352
1126,711251133,no,37,male,0,third level,single,77881.87607582979,blue,27,15326.0,0.0,1,0.64529931528636
1127,711252258,no,54,female,1,secondary,single,3006.942886021079,blue,36,1572.0,0.627,0,0.556038811027503
1128,711256908,no,39,male,2,secondary,single,51859.4443165627,blue,28,10331.0,0.093,0,0.748635066131507
1129,711258108,no,54,male,1,third level,married/living with partner,145887.93379780458,blue,44,2821.0,0.856,0,0.77471164026088
1130,711264033,no,47,male,3,third level,divorced,49380.516257171796,blue,36,4786.0,0.317,0,0.176570016062559
1131,711267633,yes,50,female,3,third level,divorced,26338.378839877772,blue,40,4248.0,0.074,0,0.753108865603401
1132,711274458,yes,38,female,3,secondary,married/living with partner,2459.316809780372,blue,27,1438.3,0.0,1,0.622475574440817
1133,711276933,no,56,female,3,third level,married/living with partner,25245.769822298364,blue,44,2030.0,0.622,0,0.994134587647775
1134,711283008,no,50,male,1,secondary,single,99485.41445115335,gold,36,34516.0,0.0,1,0.645211831583063
1135,711286533,no,43,male,3,third level,#NULL!,63078.16567478197,blue,31,13448.0,0.0,1,0.874326231408806
1136,711288558,no,45,female,3,third level,single,9183.326995226931,blue,28,2035.0,0.577,0,0.49439456424306
1137,711289533,no,39,male,4,third level,single,81700.56696599947,blue,32,26710.0,0.063,0,0.202395399363019
1138,711291558,no,27,male,0,primary,single,67796.4610689005,blue,36,2464.0,0.0,1,0.606850495942926
1139,711294258,no,43,female,1,third level,single,28292.111861108435,blue,38,2642.0,0.9,0,0.190209716718764
1140,711296508,no,49,female,3,third level,single,17984.715428419655,blue,42,2608.0,0.941,0,0.647397844110099
1141,711297483,no,47,female,2,primary,divorced,27605.09461828367,gold,34,13878.0,0.16,0,0.486168347739153
1142,711302883,no,50,female,0,third level,single,29624.65825587011,blue,46,2165.0,0.643,0,0.69435181665115
1143,711310908,no,53,female,4,third level,married/living with partner,5595.071816999657,blue,36,2972.0,0.727,0,0.693723453519194
1144,711311883,no,48,female,2,third level,married/living with partner,5668.7713639446765,gold,35,13994.0,0.0,1,0.557514566251452
1145,711314058,no,49,male,2,third level,married/living with partner,53067.32408686272,blue,32,1687.0,0.656,0,0.514118693307017
1146,711315783,no,53,male,3,third level,married/living with partner,31712.953661917527,blue,43,7451.0,0.092,0,0.583861048951037
1147,711318033,no,47,male,3,third level,single,52037.373125598424,blue,36,2926.0,0.0,1,0.520701825229769
1148,711320508,no,57,male,4,third level,married/living with partner,72191.18388647007,blue,49,3038.0,0.464,0,0.809509294320432
1149,711323283,yes,57,male,2,primary,married/living with partner,66793.81230281135,blue,41,2527.0,0.408,0,0.0388010450809817
1150,711326583,no,62,female,0,secondary,single,2778.259851166698,blue,50,3989.0,0.0,1,0.142838832019506
1151,711327558,no,38,male,2,secondary,married/living with partner,44243.41529026543,blue,36,2801.0,0.707,0,0.462091947079713
1152,711328458,no,58,male,1,secondary,married/living with partner,92025.96816364254,blue,50,34516.0,0.039,0,0.447632186329711
1153,711329658,no,30,male,0,secondary,married/living with partner,134868.6659225166,blue,13,9007.0,0.218,0,0.0422247881689434
1154,711330408,no,35,female,2,third level,married/living with partner,36026.42318163885,blue,24,2939.0,0.635,0,0.694007765562607
1155,711332883,yes,62,male,1,secondary,single,69170.49857812845,blue,46,7547.0,0.328,0,0.365653325188066
1156,711333933,no,56,female,3,third level,single,40439.961262236415,blue,36,3005.0,0.552,0,0.723408357143035
1157,711337158,no,56,male,2,third level,married/living with partner,45398.58738636915,blue,49,3059.0,0.78,0,0.53353421653125
1158,711339258,no,49,female,3,third level,single,48671.70763799184,gold,36,20176.0,0.11,0,0.58070133936956
1159,711342483,no,50,male,1,third level,married/living with partner,98072.43419340801,blue,36,2418.0,0.711,0,0.905763770083968
1160,711343233,no,53,female,3,primary,married/living with partner,782.145741753486,blue,36,1438.3,0.822,0,0.648918764810629
1161,711345258,no,52,female,2,secondary,married/living with partner,34645.05936541267,blue,44,5731.0,0.0,1,0.752577619467771
1162,711346383,no,33,male,1,secondary,single,79329.84066356401,blue,28,34516.0,0.0,1,0.284384051985677
1163,711348033,no,50,male,2,third level,married/living with partner,41739.091239657486,blue,40,5435.0,0.229,0,0.823074676288601
1164,711349083,no,47,female,4,third level,married/living with partner,6295.4218289559985,blue,28,4012.0,0.0,1,0.0186764319841717
1165,711350133,no,51,male,2,third level,married/living with partner,79488.88689345359,blue,34,13587.0,0.175,0,0.715382214928471
1166,711357858,yes,47,female,3,third level,single,12420.58582936009,blue,36,7246.0,0.0,1,0.974411000748213
1167,711359058,no,46,female,4,secondary,single,16740.153386266258,blue,33,3942.0,0.434,0,0.0185171668006676
1168,711360783,no,39,female,0,third level,single,9514.262151974459,blue,36,4366.0,0.428,0,0.295532297221698
1169,711367308,no,37,male,3,primary,single,43389.65185621172,blue,19,2186.0,0.542,0,0.602394958520191
1170,711370458,no,49,female,5,third level,married/living with partner,17318.393770895527,blue,38,15016.0,0.134,0,0.645810038215478
1171,711372258,no,59,male,1,third level,single,42232.863152578815,blue,51,5042.0,0.199,0,0.37712577970099
1172,711374283,no,47,male,3,secondary,single,76515.98050462466,blue,42,24480.0,0.079,0,0.887309551567611
1173,711375558,no,48,female,2,primary,single,32144.00167904855,blue,34,3072.0,0.564,0,0.698209108984144
1174,711377808,no,47,male,3,third level,#NULL!,55742.82055478209,blue,36,21142.0,0.0,1,0.671321650737103
1175,711379083,no,60,female,0,third level,single,15411.764443749023,blue,42,2758.0,0.518,0,0.814570596760532
1176,711382458,yes,43,male,5,third level,married/living with partner,58709.949427036736,blue,38,1438.3,0.0,1,0.631822673431097
1177,711388458,no,45,male,3,secondary,married/living with partner,51599.08442759534,blue,36,17072.0,0.089,0,0.423599370362423
1178,711389358,yes,42,male,3,third level,married/living with partner,47255.863939359624,blue,23,5791.0,0.435,0,0.369588603684586
1179,711390333,yes,59,male,0,third level,married/living with partner,90752.44576514245,blue,46,6526.0,0.075,0,0.816110604539299
1180,711391308,no,46,female,4,primary,married/living with partner,48264.84179204843,blue,34,2168.0,0.786,0,0.795132838613472
1181,711392508,no,37,female,2,third level,married/living with partner,11639.579483193897,blue,25,1438.3,0.0,1,0.286397137723104
1182,711396483,no,40,male,2,third level,single,44298.44101711615,blue,36,6033.0,0.0,1,0.573639611148973
1183,711397533,no,52,female,2,secondary,married/living with partner,10477.849144615793,blue,41,5616.0,0.429,0,0.369163678564884
1184,711398433,no,38,male,0,secondary,married/living with partner,54176.03020608779,blue,31,16565.0,0.072,0,0.598868206858534
1185,711402333,no,47,male,2,third level,single,523.2809423936346,blue,37,3235.0,0.246,0,0.823554151154789
1186,711403383,no,33,female,3,third level,single,1449.1779728859055,blue,23,2562.0,0.768,0,0.167915579888809
1187,711405333,no,52,male,3,third level,married/living with partner,77382.99180336164,blue,43,6849.0,0.31,0,0.420768649585387
1188,711406758,no,48,female,3,third level,married/living with partner,28934.438833305838,blue,36,1667.0,0.0,1,0.583269086084373
1189,711409833,no,45,female,5,primary,married/living with partner,15913.177288031035,blue,33,1830.0,0.355,0,0.872624276099861
1190,711410958,no,40,male,3,secondary,married/living with partner,65326.31876327078,blue,28,13452.0,0.187,0,0.758259126192523
1191,711412533,yes,40,female,3,secondary,single,12492.893999660184,blue,35,5492.0,0.286,0,0.611601940855704
1192,711419133,no,56,male,4,third level,single,13066.854275522777,blue,36,3057.0,0.352,0,0.955743533452102
1193,711421233,no,51,male,3,secondary,single,55950.94999333206,blue,43,7119.0,0.213,0,0.906383618438119
1194,711422358,no,42,male,5,third level,#NULL!,35463.49572321137,blue,36,10531.0,0.221,0,0.330988491728931
1195,711423558,no,60,female,1,third level,single,49809.049892969066,blue,50,4606.0,0.0,1,0.400344336219059
1196,711426033,no,49,male,2,third level,married/living with partner,84412.81273682952,blue,39,11332.0,0.083,0,0.351971000541526
1197,711428733,no,50,female,3,third level,divorced,34424.35460610151,blue,39,3028.0,0.442,0,0.0698926257867829
1198,711430908,yes,45,female,4,third level,married/living with partner,25087.627551319467,blue,34,1438.3,0.0,1,0.749730859865281
1199,711432258,yes,55,male,3,third level,single,51616.45135595873,blue,46,4178.0,0.0,1,0.80573611767359
1200,711433908,yes,41,female,3,primary,married/living with partner,25398.781040900503,blue,30,9491.0,0.0,1,0.325825374451917
1201,711436083,no,36,male,1,third level,married/living with partner,9847.787388621482,blue,18,2032.0,0.494,0,0.0540600555761692
1202,711438033,no,57,female,1,third level,married/living with partner,13575.052881924952,blue,45,1894.0,0.0,1,0.87485834306354
1203,711441333,no,43,female,1,secondary,divorced,27497.22439190423,gold,35,10514.0,0.15,0,0.571171807619918
1204,711445233,no,42,female,5,primary,single,14611.569168211921,blue,36,1438.3,0.0,1,0.540262597584377
1205,711447783,no,53,female,2,third level,single,20381.884579377802,blue,38,2375.0,0.57,0,0.33612784463933
1206,711448983,yes,47,female,2,third level,married/living with partner,5617.066224953509,blue,34,2234.0,0.906,0,0.609991148585996
1207,711455133,no,55,male,3,third level,single,143525.29177636406,blue,36,12948.0,0.142,0,0.790061722899792
1208,711458583,no,47,male,2,third level,married/living with partner,64352.52279035054,gold,35,34516.0,0.039,0,0.521720038051009
1209,711460458,yes,44,male,1,primary,married/living with partner,49376.371786059935,blue,34,10973.0,0.0,1,0.06219806426913
1210,711461658,no,47,male,1,secondary,married/living with partner,33299.815413896176,blue,29,3291.0,0.364,0,0.944949895570548
1211,711465333,no,35,male,4,secondary,single,95807.50551885307,blue,26,24250.0,0.0,1,0.938888732994428
1212,711466533,no,43,female,2,third level,married/living with partner,21376.56519439147,blue,33,3933.0,0.217,0,0.978141791309701
1213,711468708,yes,38,female,4,secondary,single,44556.90547481808,blue,31,1438.3,0.0,1,0.30747798755322
1214,711473058,no,44,male,4,third level,divorced,58006.141879389615,blue,32,11651.0,0.117,0,0.217995333327981
1215,711474333,yes,57,female,2,primary,single,14944.629994604697,blue,51,1614.0,0.0,1,0.338583805243158
1216,711478233,no,38,female,1,third level,single,22181.363643555887,blue,26,2652.0,0.941,0,0.871192001878856
1217,711480108,no,37,male,4,secondary,married/living with partner,56797.0166877043,blue,24,5335.0,0.402,0,0.247591084322376
1218,711481533,no,39,male,1,secondary,divorced,61015.369355408475,blue,33,5926.0,0.211,0,0.824545947095446
1219,711491283,no,44,female,3,third level,married/living with partner,10914.849669816316,blue,36,1975.0,0.64,0,0.943626632138909
1220,711492258,no,50,male,2,third level,married/living with partner,64945.52288383536,blue,45,2021.0,0.781,0,0.345371090724258
1221,711493158,no,52,male,3,third level,single,62286.03444496161,blue,36,2801.0,0.881,0,0.658219747208829
1222,711498258,no,54,male,3,secondary,married/living with partner,122309.04781805175,blue,42,20311.0,0.081,0,0.366162144436439
1223,711499158,no,47,male,2,primary,married/living with partner,95649.37954996331,gold,38,34516.0,0.021,0,0.882371711855038
1224,711502908,no,44,male,3,third level,single,63167.15369708041,blue,39,7532.0,0.0,1,0.55666838823193
1225,711505308,no,59,female,1,third level,single,7610.570212485427,blue,52,2636.0,0.614,0,0.564694012203975
1226,711507783,yes,54,female,2,third level,single,12656.761621973,blue,42,1694.0,0.0,1,0.840302228618922
1227,711509658,yes,61,male,2,third level,married/living with partner,126379.12276676565,blue,49,11374.0,0.221,0,0.699905400854685
1228,711516783,no,47,female,4,primary,married/living with partner,34052.35084096393,blue,36,2155.0,0.519,0,0.705760458650098
1229,711523533,no,43,male,5,third level,single,69132.08278193022,blue,31,17230.0,0.105,0,0.775583446960786
1230,711525033,no,66,female,0,secondary,married/living with partner,19084.783318309357,blue,54,3171.0,0.687,0,0.062923560480989
1231,711526533,no,33,male,3,third level,married/living with partner,101507.3132405333,blue,25,16434.0,0.128,0,0.520305118419988
1232,711527508,yes,46,female,3,secondary,married/living with partner,39539.37930636376,blue,34,8583.0,0.0,1,0.663998020281142
1233,711529383,no,47,female,3,third level,married/living with partner,32645.332439497906,blue,41,6602.0,0.185,0,0.271490866918407
1234,711533058,no,42,female,2,third level,single,46417.36787024061,blue,29,3347.0,0.669,0,0.835443253941134
1235,711534183,no,41,male,2,secondary,single,104978.01523243682,blue,36,28830.0,0.0,1,0.0667830054903623
1236,711538758,yes,39,male,5,third level,single,59754.702582902784,blue,36,24657.0,0.026,0,0.176313485168405
1237,711542358,no,42,female,4,secondary,married/living with partner,2209.858057096582,blue,36,15987.0,0.074,0,0.713862035416783
1238,711546333,no,46,male,3,primary,married/living with partner,25181.18974041562,blue,38,7958.0,0.196,0,0.736311147556321
1239,711549408,no,51,male,3,primary,married/living with partner,85051.15897489458,blue,42,1507.0,0.638,0,0.758400122121466
1240,711550983,no,46,male,1,third level,divorced,31902.103141198466,blue,37,11343.0,0.104,0,0.307347444145262
1241,711551958,yes,59,male,2,third level,married/living with partner,60680.73616599441,blue,46,1438.3,0.0,1,0.223083587876652
1242,711553308,no,60,male,1,third level,single,40634.07502913751,blue,48,1438.3,0.521,0,0.653629466611434
1243,711557508,no,51,male,2,third level,single,68602.73463013969,blue,40,3532.0,0.216,0,0.79674447132668
1244,711559008,no,40,female,4,third level,single,43031.28986283582,blue,28,11642.0,0.129,0,0.571244723532505
1245,711560058,no,49,male,1,secondary,married/living with partner,64001.95200665893,blue,36,2465.0,0.541,0,0.662514090962924
1246,711561108,no,36,male,4,third level,single,83116.95258489474,blue,24,16335.0,0.055,0,0.927552773549947
